Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price
Mustang,2016,Other,Red,Full,2.3,Gas,Automatic,84000,Dammam,99000
Sonata,2016,Saudi,Red,Standard,2.4,Gas,Automatic,220000,Riyadh,43000
E,2019,Other,Grey,Full,2.0,Gas,Automatic,28000,Dammam,230000
Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,128000,Dammam,28000
Sentra,2016,Saudi,White,Standard,1.6,Gas,Automatic,81000,Riyadh,38000
Altima,2017,Saudi,White,Full,2.5,Gas,Automatic,135988,Riyadh,49500
Expedition,2012,Saudi,Grey,Semi Full,5.4,Gas,Automatic,266007,Riyadh,49500
Eado,2020,Saudi,Brown,Semi Full,1.6,Gas,Automatic,24938,Riyadh,49500
Camry,2015,Gulf Arabic,White,Full,2.5,Gas,Automatic,237171,Riyadh,50000
Sunny,2016,Saudi,White,Standard,1.5,Gas,Automatic,211000,Riyadh,20000
Hilux,2020,Saudi,White,Full,2.4,Diesel,Manual,29000,Dammam,142000
Land Cruiser,2017,Gulf Arabic,White,Full,4.6,Gas,Automatic,200000,Dammam,180000
Avalon,2016,Other,Silver,Semi Full,3.5,Gas,Automatic,110000,Qassim,73000
A6,2021,Saudi,Black,Semi Full,2.0,Gas,Automatic,5000,Makkah,230000
LX,2013,Saudi,White,Full,5.7,Gas,Automatic,252000,Aseer,145000
Camry,2016,Saudi,Another Color,Standard,2.493333333333333,Gas,Automatic,86000,Riyadh,60000
Seltos,2021,Saudi,White,Standard,1.6,Gas,Automatic,1700,Al-Medina,70000
The 7,2011,Saudi,White,Full,6.0,Gas,Automatic,115,Jeddah,65000
Hilux,2019,Saudi,White,Full,2.7,Diesel,Automatic,73577,Riyadh,135000
Rav4,2020,Saudi,White,Standard,2.0,Gas,Automatic,30000,Najran,93000
Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,90084,Riyadh,50000
Datsun,2016,Saudi,White,Semi Full,2.7,Gas,Automatic,109766,Riyadh,50500
Elantra,2019,Saudi,Navy,Standard,1.6,Gas,Automatic,101364,Riyadh,50500
Expedition,2012,Saudi,White,Semi Full,5.4,Gas,Automatic,177078,Riyadh,51000
CX9,2014,Saudi,Black,Full,3.7,Gas,Automatic,388000,Riyadh,37000
Challenger,2018,Other,Another Color,Full,4.5,Gas,Automatic,90000,Dammam,113000
Taurus,2016,Other,Another Color,Full,3.5,Gas,Automatic,105,Riyadh,83000
Optima,2015,Saudi,Navy,Semi Full,2.4,Gas,Automatic,359000,Riyadh,32000
Panamera,2011,Saudi,White,Full,4.8,Gas,Automatic,49000,Dammam,125000
Impala,2018,Gulf Arabic,Black,Standard,3.6,Gas,Automatic,112000,Dammam,67000
Duster,2017,Saudi,Silver,Standard,2.0,Gas,Automatic,83000,Riyadh,26000
Prestige,2016,Saudi,Black,Standard,3.8,Gas,Automatic,165000,Riyadh,84000
Elantra,2017,Saudi,White,Semi Full,2.0,Gas,Automatic,150000,Riyadh,40000
Land Cruiser,2011,Saudi,White,Full,4.6,Gas,Automatic,211000,Dammam,115000
Elantra,2016,Saudi,White,Standard,1.6,Gas,Automatic,172600,Dammam,35000
Camry,2016,Other,White,Standard,2.5,Gas,Automatic,148254,Qassim,59000
Tahoe,2021,Saudi,Bronze,Semi Full,5.3,Gas,Automatic,700,Dammam,229000
Land Cruiser,2003,Other,Golden,Full,4.5,Gas,Automatic,225,Tabouk,35000
Tahoe,2013,Saudi,Red,Semi Full,5.1875,Gas,Automatic,211257,Jeddah,60000
Optima,2006,Other,White,Standard,1.3,Gas,Manual,290000,Taef,6000
ES,2009,Saudi,White,Standard,3.6,Gas,Automatic,300000,Al-Baha,43000
Camry,2017,Saudi,Grey,Standard,2.5,Gas,Automatic,380000,Dammam,43000
ES,2018,Other,White,Full,3.18,Gas,Automatic,66000,Riyadh,139000
Pajero,2015,Saudi,White,Standard,3.5,Gas,Automatic,135063,Jeddah,52000
Optima,2016,Saudi,Grey,Semi Full,2.4,Gas,Automatic,233124,Riyadh,51500
Eado,2020,Saudi,Blue,Full,1.6,Gas,Automatic,36748,Riyadh,51500
CS75,2019,Saudi,Grey,Full,1.8,Gas,Automatic,83425,Riyadh,51500
Flying Spur,2015,Saudi,Black,Full,6.0,Gas,Automatic,47000,Dammam,310000
Impala,2019,Gulf Arabic,White,Standard,3.6,Gas,Automatic,144000,Dammam,77000
Outlander,2017,Saudi,White,Semi Full,2.4,Gas,Automatic,102000,Al-Medina,42000
Furniture,2013,Saudi,White,Standard,4.0,Gas,Automatic,248500,Riyadh,58000
Rav4,2012,Saudi,White,Standard,2.5,Gas,Automatic,234000,Dammam,30000
Sierra,2020,Saudi,White,Standard,5.3,Gas,Automatic,17000,Qassim,135000
Datsun,2016,Saudi,White,Standard,2.4,Gas,Manual,866,Qassim,53000
Accord,2016,Gulf Arabic,White,Full,1.6,Gas,Automatic,81000,Al-Ahsa,63000
Charger,2013,Saudi,Grey,Full,5.7,Gas,Automatic,198000,Al-Medina,39000
Land Cruiser,1997,Saudi,White,Semi Full,4.5,Gas,Manual,540000,Al-Medina,38000
Range Rover,2009,Saudi,Black,Full,2.4,Gas,Automatic,2013000,Jeddah,35000
Charger,2018,Saudi,Silver,Full,5.7,Gas,Automatic,130000,Dammam,2300
Sonata,2012,Saudi,White,Semi Full,2.4,Gas,Automatic,487000,Tabouk,19000
Camry,2017,Saudi,White,Standard,2.5,Gas,Automatic,175000,Aseer,45000
Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,76014,Jeddah,48000
Sunny,2019,Saudi,White,Standard,1.5,Gas,Automatic,147008,Jeddah,28000
Tucson,2017,Saudi,Brown,Semi Full,2.0,Gas,Automatic,105237,Jeddah,58000
Land Cruiser,2018,Saudi,White,Full,5.7,Gas,Automatic,125000,Jeddah,245000
ES,2016,Other,Grey,Full,3.5,Gas,Automatic,50000,Dammam,126000
Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,88288,Riyadh,51500
Elantra,2019,Saudi,Silver,Standard,2.0,Gas,Automatic,70568,Riyadh,51500
CX9,2014,Saudi,Grey,Semi Full,3.7,Gas,Automatic,289903,Riyadh,51500
Sorento,2015,Saudi,Grey,Full,3.5,Gas,Automatic,116731,Riyadh,52000
Yaris,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,59000,Dammam,41000
Explorer,2016,Other,Brown,Full,3.5,Gas,Automatic,106115,Riyadh,122000
Sunny,2014,Saudi,Red,Standard,1.5,Gas,Automatic,139740,Riyadh,20000
Vanquish,2013,Saudi,Another Color,Full,6.0,Gas,Automatic,32000,Dammam,400000
Hilux,2017,Saudi,White,Full,2.3666666666666667,Gas,Manual,100000,Riyadh,90000
CX9,2020,Saudi,Brown,Full,3.5,Gas,Automatic,25182,Riyadh,120000
Other,2006,Saudi,White,Standard,2.5,Diesel,Manual,140000,Al-Medina,45000
Elantra,2016,Saudi,Another Color,Full,2.0,Gas,Automatic,4000,Riyadh,48000
Land Cruiser,2013,Saudi,White,Full,4.866666666666666,Gas,Automatic,275000,Riyadh,125000
Camry,2020,Saudi,Silver,Standard,2.5,Gas,Automatic,25000,Jeddah,95000
F150,2013,Saudi,White,Standard,5.0,Gas,Automatic,222000,Dammam,38000
F150,2018,Gulf Arabic,Brown,Full,5.0,Gas,Automatic,59790,Qassim,135000
Camry,2017,Saudi,Silver,Full,2.5,Gas,Automatic,253641,Qassim,62000
C300,2015,Other,White,Semi Full,3.6,Gas,Automatic,109000,Al-Ahsa,70000
Sonata,2019,Saudi,Grey,Semi Full,2.4,Gas,Automatic,100000,Riyadh,50000
Tahoe,2019,Saudi,Black,Semi Full,8.0,Gas,Automatic,10000,Riyadh,140000
Land Cruiser,2019,Gulf Arabic,White,Full,4.6,Gas,Automatic,6000,Dammam,267000
Rav4,2018,Saudi,Black,Full,1.8,Gas,Automatic,63000,Makkah,90000
Sonata,2016,Saudi,White,Standard,2.4,Gas,Automatic,159000,Riyadh,38000
Optima,2015,Saudi,White,Standard,2.3000000000000003,Gas,Manual,104000,Riyadh,25000
Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,75392,Riyadh,52500
Elantra,2019,Saudi,White,Standard,2.0,Gas,Automatic,18197,Riyadh,53000
Elantra,2019,Saudi,Silver,Standard,2.0,Gas,Automatic,22999,Riyadh,53000
6,2015,Gulf Arabic,Blue,Standard,2.0,Gas,Automatic,82914,Riyadh,53000
Camry,2017,Saudi,White,Semi Full,2.4,Gas,Automatic,190000,Riyadh,54000
The 5,2014,Saudi,Black,Standard,2.0,Gas,Automatic,150000,Khobar,57000
Impala,2016,Saudi,Silver,Standard,3.6,Gas,Automatic,118000,Riyadh,48000
Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,137175,Riyadh,32000
CX9,2020,Saudi,Navy,Full,2.7222222222222223,Gas,Automatic,22000,Qassim,143000
Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,168000,Jeddah,29000
The 7,2016,Saudi,Bronze,Full,2.0,Gas,Automatic,134000,Dammam,150000
Bus Urvan,2016,Saudi,White,Standard,2.5,Gas,Automatic,89000,Dammam,57000
E,2017,Other,White,Full,2.0,Gas,Automatic,65000,Dammam,163000
Elantra,2014,Saudi,Black,Full,2.0,Gas,Automatic,288051,Riyadh,28000
C,2019,Gulf Arabic,Black,Full,2.0,Gas,Automatic,14000,Dammam,195000
Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,98000,Al-Medina,27500
Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,69000,Riyadh,35000
Hilux,2014,Saudi,White,Full,2.54,Gas,Manual,221000,Riyadh,70000
Safari,2005,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,84000,Dammam,22000
Pajero,2018,Saudi,White,Full,3.8,Gas,Automatic,60000,Jeddah,85000
Range Rover,2016,Saudi,White,Full,3.0,Gas,Automatic,100000,Dammam,135000
F150,2020,Gulf Arabic,Grey,Full,5.0,Gas,Automatic,2061,Qassim,155000
D-MAX,2014,Saudi,White,Standard,2.5,Diesel,Manual,125000,Jubail,45000
Range Rover,2016,Other,Black,Full,4.3,Gas,Automatic,87000,Al-Ahsa,167000
CT5,2021,Gulf Arabic,Black,Semi Full,2.0,Gas,Automatic,100,Jeddah,179000
Elantra,2016,Saudi,Grey,Standard,2.0,Gas,Automatic,117000,Riyadh,39000
Sonata,2017,Saudi,Silver,Standard,2.4,Gas,Automatic,61184,Riyadh,54000
Camry,2016,Saudi,Silver,Standard,2.5,Gas,Automatic,183541,Riyadh,53000
Impala,2017,Saudi,Navy,Semi Full,3.6,Gas,Automatic,122102,Riyadh,53500
Camry,2016,Saudi,Brown,Standard,2.5,Gas,Automatic,136111,Riyadh,53500
Elantra,2016,Saudi,Grey,Standard,2.0,Gas,Automatic,117000,Riyadh,39000
Innova,2018,Saudi,Grey,Semi Full,2.0,Gas,Automatic,99000,Jeddah,64000
Cerato,2018,Saudi,Silver,Semi Full,1.6,Gas,Automatic,161000,Riyadh,33000
Camry,2008,Saudi,White,Standard,2.4,Gas,Manual,388000,Al-Baha,17000
Elantra,2015,Saudi,Blue,Standard,1.6,Gas,Automatic,227000,Taef,28000
K5,2021,Saudi,Silver,Standard,2.0,Gas,Automatic,61804,Jubail,1630
HRV,2021,Saudi,Black,Standard,1.8,Gas,Automatic,6000,Riyadh,60000
Hilux,2016,Saudi,White,Standard,2.7,Gas,Manual,155000,Riyadh,61000
Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,175000,Riyadh,63000
Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,111000,Riyadh,63000
Accent,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,70900,Dammam,40000
Land Cruiser,1994,Saudi,Red,Standard,4.6,Gas,Manual,600000,Dammam,25000
Accent,2018,Saudi,White,Standard,1.5,Gas,Automatic,90400,Dammam,32000
Senta fe,2018,Saudi,White,Semi Full,3.3,Gas,Automatic,84000,Dammam,75000
Accent,2019,Saudi,Brown,Standard,1.4074074074074079,Gas,Automatic,56400,Dammam,38000
Land Cruiser,2017,Saudi,White,Full,4.0,Gas,Automatic,78000,Dammam,182000
Hilux,2016,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,70000,Dammam,77000
Hilux,2016,Saudi,White,Semi Full,2.7,Gas,Manual,210800,Dammam,62000
Hilux,2017,Saudi,White,Semi Full,2.7,Gas,Manual,150000,Dammam,70000
Duster,2017,Saudi,Silver,Standard,2.0,Gas,Automatic,124000,Dammam,27000
Fusion,2016,Saudi,Another Color,Standard,2.5,Gas,Automatic,107590,Riyadh,54500
Camry,2017,Saudi,White,Standard,2.5,Gas,Automatic,190144,Riyadh,54000
Sonata,2018,Saudi,Grey,Standard,2.4,Gas,Automatic,161796,Riyadh,54500
Creta,2020,Saudi,White,Standard,1.6,Gas,Automatic,65357,Riyadh,55000
Sierra,2015,Saudi,Another Color,Standard,5.3,Gas,Automatic,259000,Dammam,75000
Corolla,2013,Saudi,White,Standard,1.6,Gas,Automatic,290000,Dammam,30000
Mustang,2016,Other,Red,Semi Full,3.7,Gas,Automatic,103000,Dammam,94000
3,2016,Saudi,Silver,Semi Full,2.0,Gas,Automatic,104800,Riyadh,39000
Q5,2018,Saudi,Grey,Full,2.0,Gas,Automatic,60000,Dammam,155000
Fluence,2016,Saudi,Silver,Semi Full,1.8,Gas,Automatic,67000,Riyadh,22000
LX,2013,Other,White,Full,5.7,Gas,Automatic,98000,Dammam,200000
CS75,2020,Saudi,Red,Standard,1.6,Gas,Automatic,8000,Jeddah,62000
Land Cruiser,2019,Gulf Arabic,White,Full,5.7,Gas,Automatic,101000,Dammam,220000
Accord,2018,Gulf Arabic,Grey,Full,1.5,Gas,Automatic,40804,Qassim,95000
Silverado,2018,Saudi,Silver,Semi Full,8.0,Gas,Automatic,112000,Jubail,77000
The 7,2021,Saudi,White,Full,2.0,Gas,Automatic,2000,Makkah,450000
Explorer,2017,Other,Black,Standard,1.4,Gas,Automatic,187000,Al-Ahsa,73500
CT4,2020,Gulf Arabic,White,Semi Full,3.7,Gas,Automatic,100,Jeddah,159000
Fluence,2014,Saudi,Silver,Semi Full,1.6,Gas,Automatic,135000,Riyadh,18000
Grand Cherokee,2014,Gulf Arabic,Grey,Full,5.7,Gas,Automatic,76300,Riyadh,85000
Taurus,2015,Other,White,Full,3.1,Gas,Automatic,96000,Dammam,81000
Taurus,2015,Other,Grey,Full,3.5,Gas,Automatic,92000,Dammam,72000
Taurus,2017,Saudi,Grey,Standard,3.515384615384615,Gas,Automatic,123000,Dammam,69000
6,2017,Gulf Arabic,White,Standard,2.5,Gas,Automatic,48004,Riyadh,55000
Sorento,2015,Saudi,Brown,Standard,3.3,Gas,Automatic,94283,Riyadh,55500
Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,67610,Riyadh,55500
Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,64788,Riyadh,55500
Flex,2014,Saudi,Brown,Semi Full,3.5,Gas,Automatic,180000,Dammam,47000
Taurus,2015,Other,Red,Full,3.5687499999999996,Gas,Automatic,122000,Dammam,69000
Taurus,2016,Other,White,Full,3.5,Gas,Automatic,129000,Dammam,74000
Odyssey,2016,Saudi,Black,Semi Full,2.75,Gas,Automatic,71000,Dammam,63000
Taurus,2016,Other,White,Full,3.5,Gas,Automatic,72000,Dammam,75000
Taurus,2016,Other,Another Color,Full,3.5,Gas,Automatic,123000,Dammam,77000
Yukon,2016,Other,White,Full,5.3,Gas,Automatic,213000,Dammam,146000
Mustang,2016,Gulf Arabic,Silver,Full,3.7,Gas,Automatic,240000,Dammam,89000
Traverse,2016,Other,White,Full,3.4,Gas,Automatic,154000,Dammam,79000
CX9,2017,Other,Grey,Full,3.0,Gas,Automatic,93000,Dammam,111000
Cerato,2016,Saudi,Black,Standard,1.6,Gas,Automatic,114000,Dammam,34000
Yukon,2014,Saudi,Black,Full,5.3,Gas,Automatic,242000,Dammam,73000
Sierra,2017,Saudi,Silver,Full,5.3,Gas,Automatic,174000,Dammam,99000
MKX,2016,Other,White,Full,3.7,Gas,Automatic,99000,Dammam,99000
ES,2017,Other,White,Full,3.0,Gas,Automatic,69000,Dammam,142000
Challenger,2016,Other,Silver,Full,3.6,Gas,Automatic,160000,Dammam,89000
E,2017,Other,Grey,Full,2.0,Gas,Automatic,66000,Dammam,162000
Charger,2016,Other,Red,Full,3.6,Gas,Automatic,100000,Dammam,99000
C,2017,Other,White,Full,2.0,Gas,Automatic,50000,Dammam,175000
ES,2019,Other,Grey,Full,3.5,Gas,Automatic,68000,Dammam,179000
Malibu,2017,Saudi,White,Semi Full,2.5,Gas,Automatic,176000,Dammam,49000
Sunny,2016,Saudi,White,Standard,1.5,Gas,Automatic,130000,Dammam,25000
Yukon,2016,Other,White,Full,5.3,Gas,Automatic,213000,Dammam,146000
Creta,2019,Saudi,Blue,Standard,1.6,Gas,Automatic,24516,Riyadh,56500
Taurus,2013,Saudi,Silver,Standard,3.5,Gas,Automatic,87108,Riyadh,56500
Corolla,2020,Saudi,Grey,Standard,1.6,Gas,Automatic,67839,Jeddah,56500
Camry,2015,Saudi,Black,Standard,2.5,Gas,Automatic,130020,Riyadh,56500
Taurus,2016,Other,White,Semi Full,3.37,Gas,Automatic,114000,Dammam,75000
Mustang,2016,Other,Red,Full,3.7,Gas,Automatic,103000,Dammam,94000
Taurus,2018,Other,White,Semi Full,3.5,Gas,Automatic,75000,Dammam,96000
GLC,2017,Other,White,Full,2.0,Gas,Automatic,92000,Dammam,173000
Senta fe,2015,Gulf Arabic,Grey,Semi Full,1.6,Gas,Automatic,158000,Dammam,54000
Taurus,2018,Other,Bronze,Full,3.5,Gas,Automatic,59000,Dammam,91000
Accent,2017,Saudi,Silver,Standard,1.4,Gas,Automatic,181000,Dammam,29000
Suburban,2016,Other,Bronze,Full,5.3,Gas,Automatic,192000,Dammam,143000
Suburban,2017,Other,Bronze,Full,5.3,Gas,Automatic,133000,Dammam,159000
Taurus,2019,Other,Red,Semi Full,3.5,Gas,Automatic,108000,Dammam,97000
Impala,2015,Other,Silver,Full,3.56,Gas,Automatic,106000,Dammam,79000
Accord,2017,Saudi,White,Standard,2.4,Gas,Automatic,104000,Dammam,79000
3,2017,Gulf Arabic,Grey,Full,1.6,Gas,Automatic,92000,Dammam,59000
Mustang,2016,Other,Red,Full,5.0,Gas,Automatic,92000,Dammam,129000
Camry,2017,Saudi,White,Standard,2.485185185185185,Gas,Automatic,125000,Dammam,66000
Prado,2018,Gulf Arabic,White,Semi Full,4.0,Gas,Automatic,79000,Dammam,139000
Carnival,2016,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,85000,Dammam,62000
Mustang,2016,Other,Red,Full,4.116666666666666,Gas,Automatic,84000,Dammam,97000
Land Cruiser,2013,Saudi,White,Full,4.866666666666666,Gas,Automatic,101000,Aseer,150000
Cerato,2014,Saudi,White,Standard,1.6,Gas,Automatic,155000,Riyadh,21000
Navigator,2015,Gulf Arabic,Black,Full,3.7,Gas,Automatic,80000,Dammam,110000
Navigator,2016,Saudi,Brown,Full,3.7,Gas,Automatic,79000,Dammam,115000
Corolla,2019,Saudi,Silver,Standard,1.6,Gas,Automatic,52443,Riyadh,56500
Azera,2018,Saudi,Blue,Standard,3.5,Gas,Automatic,98530,Riyadh,56500
Senta fe,2014,Saudi,Black,Full,3.3,Gas,Automatic,201421,Riyadh,57500
Corolla,2020,Saudi,White,Standard,1.6,Gas,Automatic,109885,Jeddah,57000
Land Cruiser,2019,Saudi,White,Full,3.2,Gas,Automatic,43000,Riyadh,236000
ZS,2020,Saudi,Red,Full,1.5,Gas,Automatic,33000,Riyadh,55000
Pajero,2016,Saudi,White,Full,3.5,Gas,Automatic,132000,Riyadh,56000
Expedition,2012,Saudi,White,Full,5.1,Gas,Automatic,289000,Al-Ahsa,57000
Sonata,2018,Saudi,Grey,Standard,2.329999999999999,Gas,Automatic,65000,Al-Ahsa,64000
Elantra,2018,Saudi,Silver,Semi Full,1.6,Gas,Automatic,86000,Al-Ahsa,49000
Camry,2016,Saudi,White,Full,2.353846153846154,Gas,Automatic,145000,Al-Ahsa,67000
6,2018,Saudi,Brown,Standard,2.388888888888889,Gas,Automatic,188000,Al-Ahsa,59000
Sierra,2011,Saudi,White,Standard,6.0,Gas,Automatic,272000,Al-Ahsa,41000
Expedition,2016,Saudi,Grey,Standard,3.525,Gas,Automatic,172000,Al-Ahsa,76000
ES,2016,Gulf Arabic,Navy,Semi Full,3.077777777777778,Gas,Automatic,200000,Hafar Al-Batin,80000
Marquis,2002,Saudi,Grey,Full,4.5,Gas,Automatic,438074,Abha,10000
C,2016,Other,Silver,Full,2.0,Gas,Automatic,92000,Jeddah,120000
Camry,2001,Saudi,Green,Standard,1.4,Gas,Manual,300,Qassim,13500
Pathfinder,2014,Saudi,White,Semi Full,3.5,Gas,Automatic,198000,Dammam,50000
Corolla,2013,Saudi,White,Semi Full,1.6,Gas,Automatic,296,Jazan,30000
Sonata,2019,Saudi,White,Standard,2.4,Gas,Automatic,94000,Riyadh,58000
Sonata,2019,Saudi,Silver,Standard,2.4,Gas,Automatic,129413,Riyadh,57500
Pajero,2016,Saudi,White,Full,3.5,Gas,Automatic,161353,Riyadh,57500
Elantra,2020,Saudi,Grey,Standard,1.6,Gas,Automatic,20939,Riyadh,57500
Expedition,2013,Saudi,Navy,Semi Full,5.9799999999999995,Gas,Automatic,94000,Dammam,60000
Camry,2016,Saudi,White,Full,4.0,Gas,Automatic,260000,Riyadh,53000
C300,2013,Saudi,Silver,Full,5.7,Gas,Automatic,241000,Riyadh,41000
Caprice,2009,Saudi,Black,Standard,3.5,Gas,Automatic,320000,Jeddah,27000
Tahoe,2014,Saudi,Golden,Semi Full,4.571428571428571,Gas,Automatic,157000,Al-Jouf,68500
Yukon,2012,Saudi,Another Color,Standard,5.3,Gas,Automatic,65000,Makkah,80000
Hilux,2016,Saudi,White,Semi Full,2.7,Gas,Automatic,211000,Makkah,66000
Charger,2020,Saudi,Black,Semi Full,3.6,Gas,Automatic,21000,Riyadh,120000
Taurus,2010,Other,Black,Semi Full,3.6333333333333333,Gas,Automatic,406593,Jeddah,19000
Hilux,2018,Saudi,White,Full,2.7,Gas,Manual,122000,Najran,65000
X,2015,Gulf Arabic,White,Full,1.6,Gas,Automatic,72000,Riyadh,170000
Land Cruiser Pickup,2015,Saudi,Brown,Semi Full,4.0,Gas,Manual,96000,Tabouk,95000
LX,2017,Saudi,Bronze,Full,5.7,Gas,Automatic,51000,Dammam,340000
Other,2009,Saudi,Orange,Full,1.0,Gas,Manual,32743,Jeddah,27500
Elantra,2020,Saudi,Grey,Standard,1.6,Gas,Automatic,24348,Riyadh,57500
Elantra,2020,Saudi,White,Standard,1.6,Gas,Automatic,16925,Riyadh,57500
Taurus,2013,Saudi,Silver,Standard,3.5,Gas,Automatic,53393,Riyadh,57500
Elantra,2019,Saudi,White,Standard,1.6,Gas,Automatic,31595,Riyadh,58000
X,2012,Other,Grey,Full,3.0,Gas,Automatic,294000,Jeddah,45000
S5,2018,Saudi,White,Full,3.0,Gas,Automatic,79800,Dammam,160000
F150,2012,Saudi,Black,Standard,3.6,Gas,Automatic,235000,Al-Medina,55000
A6,2016,Saudi,Another Color,Full,5.0,Gas,Automatic,77000,Jeddah,90000
S,2014,Other,Grey,Full,4.0,Gas,Automatic,29000,Dammam,260000
S,2015,Gulf Arabic,White,Full,3.0,Gas,Automatic,96500,Dammam,220000
GLC,2019,Saudi,Grey,Full,2.0,Gas,Automatic,56000,Dammam,223000
Range Rover,2014,Saudi,White,Full,5.0,Gas,Automatic,97500,Jeddah,195000
Sunny,2008,Saudi,White,Standard,1.5,Gas,Manual,275000,Riyadh,10000
Camry,2001,Saudi,White,Full,1.4,Gas,Manual,399000,Jubail,10000
Yaris,2017,Saudi,White,Standard,1.3,Gas,Automatic,100000,Makkah,27000
Charger,2019,Saudi,Grey,Full,3.6,Gas,Automatic,78000,Khobar,124000
Sonata,2013,Saudi,White,Semi Full,2.033333333333333,Gas,Automatic,344506,Jeddah,30000
LX,2014,Saudi,White,Full,5.6000000000000005,Gas,Automatic,342,Abha,150000
Accent,2016,Saudi,White,Standard,1.4,Gas,Automatic,111,Riyadh,22000
H1,2013,Saudi,White,Semi Full,2.4,Gas,Automatic,318000,Riyadh,26000
Caprice,2013,Saudi,Blue,Full,5.5,Gas,Automatic,184000,Riyadh,36000
Grand Cherokee,2020,Saudi,White,Full,3.6,Gas,Automatic,27150,Aseer,165000
Sentra,2017,Saudi,Grey,Semi Full,1.6,Gas,Automatic,55005,Jeddah,1139
H1,2018,Saudi,Silver,Standard,2.4,Gas,Automatic,106336,Riyadh,58500
X7,2019,Saudi,Red,Full,2.4,Gas,Automatic,27817,Riyadh,58500
GS,2020,Saudi,Golden,Semi Full,1.8,Gas,Automatic,8400,Riyadh,58500
H1,2018,Saudi,Silver,Standard,2.4,Gas,Automatic,79237,Riyadh,58500
Taurus,2013,Saudi,Silver,Standard,1.6,Gas,Automatic,251,Riyadh,35000
Senta fe,2016,Other,Silver,Semi Full,2.0,Diesel,Automatic,105000,Riyadh,76000
Rush,2021,Saudi,Red,Semi Full,1.5,Gas,Automatic,9000,Khobar,59500
2,2011,Saudi,Silver,Standard,1.5,Gas,Automatic,37000,Riyadh,14000
Veloster,2013,Saudi,Orange,Full,2.0,Gas,Automatic,248000,Riyadh,25000
Sonata,2019,Saudi,Grey,Standard,2.4,Gas,Manual,3400,Al-Ahsa,58000
Camry,2018,Saudi,Red,Full,3.5,Gas,Automatic,24000,Riyadh,106000
Azera,2012,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,433000,Makkah,30000
Delta,2014,Saudi,White,Full,3.7,Gas,Manual,100,Aseer,35000
Creta,2020,Saudi,White,Standard,1.6,Gas,Automatic,16576,Riyadh,59500
Impala,2018,Saudi,Silver,Standard,3.6,Gas,Automatic,110519,Riyadh,58500
Creta,2020,Saudi,White,Standard,1.6,Gas,Automatic,13736,Riyadh,60000
Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,28449,Riyadh,59500
VTC,2009,Saudi,White,Semi Full,4.8,Gas,Manual,251000,Riyadh,60000
Furniture,2021,Saudi,White,Standard,2.7,Gas,Automatic,11000,Aseer,100000
Land Cruiser,2021,Saudi,White,Semi Full,4.5,Diesel,Automatic,20000,Riyadh,265000
Durango,2013,Saudi,Grey,Full,5.7,Gas,Automatic,213000,Riyadh,40000
Datsun,1998,Other,White,Full,2.4,Gas,Manual,650000,Riyadh,12000
Furniture,2013,Saudi,Silver,Semi Full,4.1,Gas,Automatic,285000,Aseer,55000
Victoria,2006,Saudi,Oily,Standard,4.6,Gas,Automatic,320000,Taef,19500
IS,2016,Other,Silver,Full,3.5,Gas,Automatic,132000,Dammam,90000
Taurus,2019,Saudi,White,Semi Full,2.0,Gas,Automatic,89500,Jeddah,76000
Expedition,2014,Saudi,Another Color,Standard,5.45,Gas,Automatic,143000,Riyadh,60000
Odyssey,2015,Saudi,Silver,Semi Full,2.5,Gas,Automatic,296000,Jeddah,43000
Cerato,2017,Saudi,Grey,Standard,1.6,Gas,Automatic,20000,Riyadh,41000
Mustang,2015,Gulf Arabic,Silver,Full,6.0,Gas,Automatic,121000,Riyadh,85000
A,2021,Saudi,Bronze,Semi Full,4.0,Gas,Automatic,250,Jeddah,179000
Camry,2017,Saudi,White,Standard,2.5,Gas,Automatic,109862,Riyadh,59500
Elantra,2020,Saudi,White,Standard,1.6,Gas,Automatic,9495,Riyadh,59500
Sonata,2019,Saudi,Grey,Standard,2.4,Gas,Automatic,70676,Riyadh,59500
CS35 Plus,2020,Saudi,Silver,Full,1.4,Gas,Automatic,67095,Riyadh,60000
